IC_GROUP0;IC_GROUP1;IC_GROUP2;IE_NAME;IE_CODE;IP_PROP57;IP_PROP49;IP_PROP56;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IE_PREVIEW_PICTURE;IE_DETAIL_PICTURE
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;960/4R-4L;960-4r-4l;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Кюрета Columbia Ergoform;"Универсальная 
кюрета для зоны 
моляров верхней и нижней челюсти.";rmt1261996741859564225.jpg;rmt1261996741859564225.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;960/2R-2L;960-2r-2l;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Кюрета Columbia Ergoform;"Универсальная 
кюрета для 
передней зоны 
верхней и нижней челюсти.";rmt16241780161480954108.jpg;rmt16241780161480954108.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;960/17S-18S;960-17s-18s;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Кюрета McCall Ergoform;"Универсальная 
кюрета для 
зоны передних 
зубов и 
премоляров.";rmt7062595191670244819.jpg;rmt7062595191670244819.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;960/13S-14S;960-13s-14s;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Кюрета McCall Ergoform;"Универсальная 
кюрета/скалер для 
боковых зон - можно 
и для межзубных 
участков благодаря 
острому рабочему 
концу.";rmt672664724233568239.jpg;rmt672664724233568239.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;960/13-14;960-13-14;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Кюрета Columbia Ergoform;"Больший сгиб. Для 
выравнивания 
корневых 
поверхностей в 
боковых зонах.";rmt1223128864257553823.jpg;rmt1223128864257553823.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;951MF/1-2;951mf-1-2;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Кюрета GRACEY MiniFive;"Первая рукоятка длиннее стандартной GRACEY на 
3 мм, с укороченными рабочими концами, для 
глубоких пародонтальных карманов (не менее 
5 мм). Короткий рабочий конец специально для 
узких корневых поверхностей, например, в передней 
зоне.";rmt1656182470899990050.jpg;rmt1656182470899990050.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;951/MF/3-4;951-mf-3-4;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Кюрета GRACEY MiniFive;"Первая рукоятка длиннее стандартной GRACEY на 
3 мм, с укороченными рабочими концами, для 
глубоких пародонтальных карманов (не менее 
5 мм). Короткий рабочий конец специально для 
узких корневых поверхностей, например, в передней 
зоне.";rmt3040749511915042413.jpg;rmt3040749511915042413.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;951/MF/13-14;951-mf-13-14;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Кюрета GRACEY MiniFive;"Первая рукоятка длиннее стандартной GRACEY на 
3 мм, с укороченными рабочими концами, для 
глубоких пародонтальных карманов (не менее 
5 мм). Короткий рабочий конец специально для 
узких корневых поверхностей, например, в передней 
зоне.";rmt12856094481203811651.jpg;rmt12856094481203811651.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;951/MF/11-12;951-mf-11-12;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Кюрета GRACEY MiniFive;"Первая рукоятка длиннее стандартной GRACEY на 
3 мм, с укороченными рабочими концами, для 
глубоких пародонтальных карманов (не менее 
5 мм). Короткий рабочий конец специально для 
узких корневых поверхностей, например, в передней 
зоне.";rmt1175713007333691612.jpg;rmt1175713007333691612.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;951/MF/ 7-8;951-mf--7-8;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Кюрета GRACEY MiniFive;"Первая рукоятка длиннее стандартной GRACEY на 
3 мм, с укороченными рабочими концами, для 
глубоких пародонтальных карманов (не менее 
5 мм). Короткий рабочий конец специально для 
узких корневых поверхностей, например, в передней 
зоне.";rmt1558992583116482591.jpg;rmt1558992583116482591.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;951/MF/ 5-6;951-mf--5-6;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Кюрета GRACEY MiniFive;"Первая рукоятка длиннее стандартной GRACEY на 
3 мм, с укороченными рабочими концами, для 
глубоких пародонтальных карманов (не менее 
5 мм). Короткий рабочий конец специально для 
узких корневых поверхностей, например, в передней 
зоне.";rmt3830338151057507928.jpg;rmt3830338151057507928.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;950AF/7-8;950af-7-8;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Кюрета GRACEY AfterFive;"Первая рукоятка длиннее стандартной GRACEY на 
3 мм, для глубоких пародонтальных карманов 
(не менее 5 мм).";rmt474741190572163657.jpg;rmt474741190572163657.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;950AF/5-6;950af-5-6;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Кюрета GRACEY AfterFive;"Первая рукоятка длиннее стандартной GRACEY на 
3 мм, для глубоких пародонтальных карманов 
(не менее 5 мм).";rmt168244772120107986.jpg;rmt168244772120107986.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;950AF/3-4;950af-3-4;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Кюрета GRACEY AfterFive;"Первая рукоятка длиннее стандартной GRACEY на 
3 мм, для глубоких пародонтальных карманов 
(не менее 5 мм).";rmt124008631124617442.jpg;rmt124008631124617442.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;950AF/13-14;950af-13-14;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Кюрета GRACEY AfterFive;"Первая рукоятка длиннее стандартной GRACEY на 
3 мм, для глубоких пародонтальных карманов 
(не менее 5 мм).";rmt11381748931290658457.jpg;rmt11381748931290658457.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;950AF/1-2;950af-1-2;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Кюрета GRACEY AfterFive;"Первая рукоятка длиннее стандартной GRACEY на 
3 мм, для глубоких пародонтальных карманов 
(не менее 5 мм).";rmt7937769431844477888.jpg;rmt7937769431844477888.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;950AF/11-12;950af-11-12;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Кюрета GRACEY AfterFive;"Первая рукоятка длиннее стандартной GRACEY на 
3 мм, для глубоких пародонтальных карманов 
(не менее 5 мм).";rmt19196516641231875457.jpg;rmt19196516641231875457.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;3020;3020;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Набор инструментов пародонтологических;"Размеры набора:
185 x 110 x 25 мм. Состав набора: 972/5-6 (Для моляров, премоляров и передних зубов). 972/7-8
(Для моляров и премоляров: буккальные и лингвальные 
поверхности). 972/11-12
(Для моляров и премоляров: 
мезиолингвальные и мезиобуккальные зоны). 972/13-14 (Для моляров и премоляров (дистальная боковая зона).
972/H6-H7 (Универсальный скалер для зоны передних и боковых зубов).";rmt30932944330197531.jpg;rmt30932944330197531.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;978/4C ;978-4c-;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;;rmt682959248778004938.jpg;rmt682959248778004938.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;978/2R ;978-2r-;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Кюрета;;rmt13444092421474319628.jpg;rmt13444092421474319628.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;978/2L ;978-2l-;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Кюрета;;rmt12971996344068835.jpg;rmt12971996344068835.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;978/14 ;978-14-;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Кюрета;;rmt1951815951762189843.jpg;rmt1951815951762189843.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;978/13 ;978-13-;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Кюрета;;rmt9129815461903826340.jpg;rmt9129815461903826340.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;971/4;971-4;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета Goldmann-Fox;Сверхлегкие нержавеющие полые рукоятки.;rmt15181681191275690925.jpg;rmt15181681191275690925.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;971/3;971-3;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета Goldmann-Fox;Сверхлегкие нержавеющие полые рукоятки.;rmt119713244832855957.jpg;rmt119713244832855957.jpg
CARL MARTIN SOLINGEN;Кюреты;пародонтологические;971/2;971-2;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета Goldmann-Fox;Сверхлегкие нержавеющие полые рукоятки.;rmt8133993461264077689.jpg;rmt8133993461264077689.jpg
CARL MARTIN SOLINGEN;Кюреты;хирургические;1145/2;1145-2;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;;rmt14307118851755205272.jpg;rmt14307118851755205272.jpg
CARL MARTIN SOLINGEN;Кюреты;хирургические;LS1145/1;ls1145-1;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;;rmt7272028251115103461.jpg;rmt7272028251115103461.jpg
CARL MARTIN SOLINGEN;Кюреты;хирургические;1145/1;1145-1;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;;rmt15582018881231319153.jpg;rmt15582018881231319153.jpg
CARL MARTIN SOLINGEN;Кюреты;хирургические;LS1145/0;ls1145-0;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;;rmt2087650150675088121.jpg;rmt2087650150675088121.jpg
CARL MARTIN SOLINGEN;Кюреты;хирургические;1145/0;1145-0;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;;rmt1617439781761816236.png;rmt1617439781761816236.png
CARL MARTIN SOLINGEN;Кюреты;хирургические;1144/2;1144-2;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;"3,3mm
17cm";rmt1248100246422282207.png;rmt1248100246422282207.png
CARL MARTIN SOLINGEN;Кюреты;хирургические;1144/1;1144-1;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;"2,3mm
17cm";rmt1495569176753702912.png;rmt1495569176753702912.png
CARL MARTIN SOLINGEN;Кюреты;хирургические;1143/2;1143-2;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;"4,0mm
17cm";rmt2057999193281446625.png;rmt2057999193281446625.png
CARL MARTIN SOLINGEN;Кюреты;хирургические;1143/1;1143-1;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;"2,6mm
17cm";rmt11363315331503606310.png;rmt11363315331503606310.png
CARL MARTIN SOLINGEN;Кюреты;хирургические;1134/4;1134-4;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;;rmt1566069291677401281.png;rmt1566069291677401281.png
CARL MARTIN SOLINGEN;Кюреты;хирургические;1134/2;1134-2;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;5,0mm;rmt777500522107068984.jpg;rmt777500522107068984.jpg
CARL MARTIN SOLINGEN;Кюреты;хирургические;1134/1;1134-1;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;3,0mm;rmt869536978585179873.jpg;rmt869536978585179873.jpg
CARL MARTIN SOLINGEN;Кюреты;хирургические;1127/8;1127-8;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;;rmt1857625264783244122.jpg;rmt1857625264783244122.jpg
CARL MARTIN SOLINGEN;Кюреты;хирургические;1127/7;1127-7;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;;rmt1772258543670318051.jpg;rmt1772258543670318051.jpg
CARL MARTIN SOLINGEN;Кюреты;хирургические;1127/5;1127-5;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;;rmt240397190756602235.png;rmt240397190756602235.png
CARL MARTIN SOLINGEN;Кюреты;хирургические;1127/4;1127-4;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;;rmt1368983161790703770.jpg;rmt1368983161790703770.jpg
CARL MARTIN SOLINGEN;Кюреты;хирургические;1127/2;1127-2;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;"3,25mm
14cm";rmt1400484052181017631.jpg;rmt1400484052181017631.jpg
CARL MARTIN SOLINGEN;Кюреты;хирургические;1127/1;1127-1;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;"2,85mm
14cm";rmt17726832591702141455.jpg;rmt17726832591702141455.jpg
CARL MARTIN SOLINGEN;Кюреты;хирургические;1126/8;1126-8;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;;rmt119401034819162930.jpg;rmt119401034819162930.jpg
CARL MARTIN SOLINGEN;Кюреты;хирургические;1126/7;1126-7;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;;rmt1652884462303181021.png;rmt1652884462303181021.png
CARL MARTIN SOLINGEN;Кюреты;хирургические;1126/5;1126-5;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;;rmt57999550757816064.jpg;rmt57999550757816064.jpg
CARL MARTIN SOLINGEN;Кюреты;хирургические;1126/4;1126-4;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;;rmt1412538119759503469.jpg;rmt1412538119759503469.jpg
CARL MARTIN SOLINGEN;Кюреты;хирургические;1126/2;1126-2;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;;rmt10534483251296980127.jpg;rmt10534483251296980127.jpg
CARL MARTIN SOLINGEN;Кюреты;хирургические;1126/1;1126-1;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета;"2,5mm
14cm";rmt9435699611406393910.jpg;rmt9435699611406393910.jpg
CARL MARTIN SOLINGEN;Кюреты;хирургические;LSCO961/M23A-HGR;lsco961-m23a-hgr;Хирургия;CARL-MARTIN SOLINGEN;Германия;Кюрета универсальная с салатовыми ободками;"Премоляры + моляры, верхняя и нижняя челюсть.
Дизайн LiquidSteel, серия COLORI.";rmt1857812989710466157.jpg;rmt1857812989710466157.jpg
CARL MARTIN SOLINGEN;Кюреты;хирургические;LSCO961/M23-HBL;lsco961-m23-hbl;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер универсальный с голубыми ободками;Дизайн LiquidSteel, серия COLORI.;rmt9603719451367470429.jpg;rmt9603719451367470429.jpg
CARL MARTIN SOLINGEN;Кюреты;хирургические;LSCO961/204SD-HBL;lsco961-204sd-hbl;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер межзубной с голубыми ободками;"Зона передних и боковых зубов.
Дизайн LiquidSteel, серия COLORI.";rmt16253693681843768303.jpg;rmt16253693681843768303.jpg
CARL MARTIN SOLINGEN;Кюреты;хирургические;LSCO961/204S-HBL;lsco961-204s-hbl;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер межзубной с голубыми ободками;"Зона передних и боковых зубов.
Дизайн LiquidSteel, серия COLORI.";rmt12014691071656391609.jpg;rmt12014691071656391609.jpg
CARL MARTIN SOLINGEN;Кюреты;хирургические;969/204S Кюретка Грейси удлиненная;969-204s-kuretka-greisi-udlinennaya;Хирургия;CARL-MARTIN SOLINGEN;Германия;;;rmt15532484071462205310.jpg;rmt15532484071462205310.jpg
CARL MARTIN SOLINGEN;Лабораторные инструменты и принадлежности;;9040;9040;Хирургия;CARL-MARTIN SOLINGEN;Германия;Лабораторный набор зубного техника 17 предметов;"Содержимое:
· пинцет
· рукоятки для скальпелей
· моделировочный инструмент PK Thomas Color
· ножницы для пленки
· Кусачки
· нож для гипса BUFFALO
· нож для воска ANTKOVIAK
· пинцет для пайки
· нож для воска FAHNENSTOCK 13cm + 17cm
· зажим для коронкодержателя
· моделировочный инструмент LE CRON";rmt2405172551503770155.jpg;rmt2405172551503770155.jpg
CARL MARTIN SOLINGEN;Лезвия для скальпелей;;871MB/69;871mb-69;Хирургия;CARL-MARTIN SOLINGEN;Германия;Микролезвие для скальпеля 69;Упаковка: 1 шт.;rmt813838069546082232.jpg;rmt813838069546082232.jpg
CARL MARTIN SOLINGEN;Лезвия для скальпелей;;871MB/67;871mb-67;Хирургия;CARL-MARTIN SOLINGEN;Германия;Микролезвие для скальпеля 67;Упаковка: 10 шт.;rmt18316860801138580934.jpg;rmt18316860801138580934.jpg
CARL MARTIN SOLINGEN;Лезвия для скальпелей;;871MB/65;871mb-65;Хирургия;CARL-MARTIN SOLINGEN;Германия;Микролезвие для скальпеля 65;Упаковка: 10 шт.;rmt1703793492563153701.jpg;rmt1703793492563153701.jpg
CARL MARTIN SOLINGEN;Лезвия для скальпелей;;871MB/64;871mb-64;Хирургия;CARL-MARTIN SOLINGEN;Германия;Микролезвие для скальпеля 64;Упаковка: 10 шт.;rmt1628858616749313365.jpg;rmt1628858616749313365.jpg
CARL MARTIN SOLINGEN;Лезвия для скальпелей;;871MB/62;871mb-62;Хирургия;CARL-MARTIN SOLINGEN;Германия;Микролезвие для скальпеля 62;Упаковка: 10 шт.;rmt14600824841845141897.jpg;rmt14600824841845141897.jpg
CARL MARTIN SOLINGEN;Лезвия для скальпелей;;871B/15C;871b-15c;Хирургия;CARL-MARTIN SOLINGEN;Германия;Лезвие для скальпеля 15C;Упаковка: 100 шт.;rmt9803215021566970441.jpg;rmt9803215021566970441.jpg
CARL MARTIN SOLINGEN;Лезвия для скальпелей;;871B/15;871b-15;Хирургия;CARL-MARTIN SOLINGEN;Германия;Лезвие для скальпеля 15;Упаковка: 100 шт.;rmt1277001995919688003.jpg;rmt1277001995919688003.jpg
CARL MARTIN SOLINGEN;Лезвия для скальпелей;;871B/12D;871b-12d;Хирургия;CARL-MARTIN SOLINGEN;Германия;Лезвие для скальпеля 12D обоюдоострое;Упаковка: 100 шт.;rmt691863792915650595.jpg;rmt691863792915650595.jpg
CARL MARTIN SOLINGEN;Лезвия для скальпелей;;871B/12;871b-12;Хирургия;CARL-MARTIN SOLINGEN;Германия;Лезвие для скальпеля 12;Упаковка: 100 шт.;rmt17938092611999773735.jpg;rmt17938092611999773735.jpg
CARL MARTIN SOLINGEN;Лезвия для скальпелей;;871B/11;871b-11;Хирургия;CARL-MARTIN SOLINGEN;Германия;Лезвие для скальпеля 11;Упаковка: 100 шт.;rmt15843040531094215666.jpg;rmt15843040531094215666.jpg
CARL MARTIN SOLINGEN;Лезвия для скальпелей;;871B/10;871b-10;Хирургия;CARL-MARTIN SOLINGEN;Германия;Лезвие для скальпеля 10;Упаковка: 100 шт.;rmt1851066352323708819.jpg;rmt1851066352323708819.jpg
CARL MARTIN SOLINGEN;Линейки;;1597;1597;Имплантология, Хирургия;CARL-MARTIN SOLINGEN;Германия;Металлическая линейка 15 см.;;rmt19439856541512734061.jpg;rmt19439856541512734061.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;4040;4040;Хирургия;CARL-MARTIN SOLINGEN;Германия;Диспенсер для ваты METHOT;;rmt1679655212500724855.jpg;rmt1679655212500724855.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;4038;4038;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Бикса для стерилизации игл;Размер: 65 x 17 мм.;rmt673327314125302906.jpg;rmt673327314125302906.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;4037;4037;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Стаканчик медицинский;Объем: 50 куб.см.;rmt18590866881187528245.jpg;rmt18590866881187528245.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;4036;4036;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Стаканчик медицинский;Объем: 25 куб.см.;rmt39133796255050099.jpg;rmt39133796255050099.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;4035;4035;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Почкообразный лоток;Размер: 250 мм.;rmt550687557415236230.jpg;rmt550687557415236230.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;4034;4034;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Контейнер для ваты, тампонов;Размер: 120 x 80 мм. (диаметр х высота).;rmt512709690679559794.jpg;rmt512709690679559794.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;4033;4033;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Контейнер для ваты, тампонов;Размер: 95 x 60 мм. (диаметр х высота).;rmt18976699311566229862.jpg;rmt18976699311566229862.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;4027;4027;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Вертикальная ёмкость из нержавеющей стали;Размер: 70 x 175 мм. (диаметр х высота).;rmt90773193333485176.jpg;rmt90773193333485176.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;4026;4026;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Вертикальная ёмкость из нержавеющей стали;Размер: 70 x 130 мм. (диаметр х высота).;rmt8387976051486155870.jpg;rmt8387976051486155870.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;4024;4024;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Лоток инструментальный из нержавеющей стали;Размер: 196 x 93 мм.;rmt13832129512079591037.jpg;rmt13832129512079591037.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;4023;4023;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Универсальная ёмкость из нержавеющей стали;Размер: 235 x 190 x 40 мм.;rmt18341376742133658704.jpg;rmt18341376742133658704.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3053;3053;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Контейнер для паровой стерилизации;Размер: 310 x 190 x 100 мм.;rmt1131941151138038435.jpg;rmt1131941151138038435.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3052;3052;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Контейнер для паровой стерилизации;Размер: 310 x 190 x 135 мм.;rmt13446743521392265198.jpg;rmt13446743521392265198.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3051;3051;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Контейнер для паровой стерилизации;Размер: 310 x 190 x 70 мм.;rmt8236989981327622452.jpg;rmt8236989981327622452.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3050;3050;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Контейнер для паровой стерилизации;Размер: 310 x 190 x 48 мм.;rmt1527257991880410625.jpg;rmt1527257991880410625.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3039;3039;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Крышка неперфорированная из нержавеющей стали;Размер: 187 x 144 x 25 мм.;rmt8754128611397595465.jpg;rmt8754128611397595465.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3038;3038;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Основание перфорированное из нержавеющей стали;Размер: 184 x 140 x 20 мм.;rmt1716494404512876452.jpg;rmt1716494404512876452.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3036;3036;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Подставка (контейнер) для термо-дезинфекции и стерилизации боров;"Для 5 инстументов (3 FG -алмаза и 2 бора к угловому
наконечнику).";rmt3738245251661305981.jpg;rmt3738245251661305981.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3035;3035;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Основание неперфорированное из нержавеющей стали для Norm-Tray;;rmt15296524561831513703.jpg;rmt15296524561831513703.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3034;3034;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Рамка для хранения инструментов из нержавеющей стали для Norm-Tray;;rmt161105114586838758.jpg;rmt161105114586838758.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3033;3033;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Основание перфорированное из нержавеющей стали для Norm-Tray;;rmt12475549601568751482.jpg;rmt12475549601568751482.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3032;3032;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Крышка неперфорированная из нержавеющей стали для Norm-Tray;;rmt72587843290865258.jpg;rmt72587843290865258.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3031;3031;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Контейнер (кассета) Norm-Tray из нержавеющей стали;Размер: 285 x 185 x 40 мм.;rmt9378778111828265511.jpg;rmt9378778111828265511.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3029CLIP-S;3029clip-s;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Контейнер системы Steri-Wash открытый, с фиксатором;Размер: 182 x 90x 30 мм.;rmt55123810645548070.jpg;rmt55123810645548070.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3029-L;3029-l;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Контейнер системы Steri-Wash;Размер: 280 x 180 x 34 мм.;rmt1411436934446753610.jpg;rmt1411436934446753610.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3028;3028;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Контейнер системы Steri-Wash;Размер: 270 x 180 x 38 мм.;rmt18385072711879676916.jpg;rmt18385072711879676916.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3027;3027;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Контейнер системы Steri-Wash;Размер: 270 x 180 x 20 мм.;rmt2781206611316989093.jpg;rmt2781206611316989093.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3025;3025;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Контейнер для 10 инструментов с рукоятками 8-мм;Размер: 180 x 135 x 25 мм.;rmt5388419591659388127.jpg;rmt5388419591659388127.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3021;3021;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Контейнер для 5 инструментов с рукоятками 10-мм;Размер: 185 x 110 x 25 мм.;rmt480789964385495893.jpg;rmt480789964385495893.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3019;3019;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Контейнер только для инструментов Ergotouch, для 5 инструментов с рукоятками 10-мм;Размер: 185 x 110 x 25 мм.;rmt2443643801784119985.jpg;rmt2443643801784119985.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3018;3018;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Контейнер WASH-tray для 3 инструментов, с фиксатором и силиконовыми опорами для рукояток до 8mm;;rmt23420063681920158.jpg;rmt23420063681920158.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3017;3017;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Контейнер WASH-tray для 10 инструментов, с крышкой и силиконовыми опорами для рукояток до 8mm;;rmt281557361545614975.jpg;rmt281557361545614975.jpg
CARL MARTIN SOLINGEN;Металлические емкости;;3016;3016;Хирургия, Пародонтология;CARL-MARTIN SOLINGEN;Германия;Контейнер системы Steri-Wash на 7 инструментов;Размер: 180 x 95 x 25 мм.;rmt5094503092067134285.jpg;rmt5094503092067134285.jpg
