IE_XML_ID;IE_NAME;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP48;IP_PROP49;IP_PROP56;IP_PROP57;IP_PROP84;IC_GROUP0;IC_GROUP1;IC_GROUP2;CV_PRICE_1;CV_CURRENCY_1
2082;854SC;Ножницы La Grange SUPER-CUT 12 см., зубчатый край;"Ножницы SUPER-CUT:
- безопасное острое лезвие за счет специальной шлифовки и стали 
высокого качества. 
- особая МИКРО-зубчатость лезвия гарантирует чистоту разреза при 
любых материалах.
- НОВОЕ - большие ушки рукоятки.
· одна рукоятка позолочена для облегчения идентификации.";;CARL-MARTIN SOLINGEN;Германия;Пародонтология;;;;;;
2083;807SC/12;Ножницы SUPER-CUT 12 см., изогнутые;"Ножницы SUPER-CUT:
- безопасное острое лезвие за счет специальной шлифовки и стали 
высокого качества. 
- особая МИКРО-зубчатость лезвия гарантирует чистоту разреза при 
любых материалах.
- НОВОЕ - большие ушки рукоятки.
- одна рукоятка позолочена для облегчения идентификации.";;CARL-MARTIN SOLINGEN;Германия;Пародонтология;;;;;;
2084;805 SC/12;Ножницы SUPER-CUT 12 см., прямые;"Ножницы SUPER-CUT:
- безопасное острое лезвие за счет специальной шлифовки и стали 
высокого качества. 
- особая МИКРО-зубчатость лезвия гарантирует чистоту разреза при 
любых материалах.
- НОВОЕ - большие ушки рукоятки.
- одна рукоятка позолочена для облегчения идентификации.";;CARL-MARTIN SOLINGEN;Германия;Пародонтология;;;;;;
2085;865;Ножницы 13 см;;;CARL-MARTIN SOLINGEN;Германия;Пародонтология;;;;;;
2086;864;Ножницы Goldman-Fox 13 см;;;CARL-MARTIN SOLINGEN;Германия;Пародонтология;;;;;;
2087;862;Ножницы Martin 12 см;;;CARL-MARTIN SOLINGEN;Германия;Пародонтология;;;;;;
2088;860;Ножницы Martin 12 см;;;CARL-MARTIN SOLINGEN;Германия;Пародонтология;;;;;;
2089;857;Ножницы Dean 17 см;;;CARL-MARTIN SOLINGEN;Германия;Пародонтология;;;;;;
2090;854;Ножницы La Grange 12 см;;;CARL-MARTIN SOLINGEN;Германия;Пародонтология;;;;;;
2091;868;Ножницы для шовного материала угловые Spencer, 11,5 см;Атравматичное снятие швов.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2092;866;Ножницы для шовного материала Spencer, 12 см;Атравматичное снятие швов.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2093;858/18;Ножницы микро для мягких тканей Gomel, 18 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2094;855A/18;Ножницы микро для мягких тканей, 18 см;Маркировка: позолоченная пружина.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2095;855/18;Ножницы микро для шовного материала, 18 см;Маркировка: чернёная пружина.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2096;854TC;Ножницы десневые изогнутые La Grange, 12 см;TC — твердый сплав карбид вольфрама.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2097;LS854/13;Ножницы десневые изогнутые La Grange, 13 см;Дизайн LiquidSteel.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2098;853TC/15;Ножницы десневые прецизионные Barraquer, 15 см;TC — твердый сплав карбид вольфрама.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2099;853;Ножницы десневые прецизионные Barraquer, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2100;LS852TC;Ножницы десневые прецизионные изогнутые Castroviejo, 15 см;Дизайн LiquidSteel. TC — твердый сплав карбид вольфрама.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2101;852;Ножницы десневые прецизионные изогнутые Castroviejo, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2102;LS852;Ножницы десневые прецизионные изогнутые Castroviejo, 15 см;Дизайн LiquidSteel.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2103;851;Ножницы десневые прецизионные Westcott, 11 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2104;850;Ножницы хирургические Lister, 14,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2105;848;Ножницы хирургические изогнутые, 13 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2106;846;Ножницы хирургические изогнутые Cooper, 13 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2107;845SC/18;Ножницы хирургические препаровочные изогнутые Metzenbaum, 18 см;Технология SuperCut (SC) — безопасное острое микрозубчатое лезвие.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2108;844;Ножницы хирургические изогнутые, 13 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2109;841SC/18;"Ножницы хирургические препаровочные изогнутые Toenies-
Adson, 18 см";Технология SuperCut (SC) — безопасное острое микрозубчатое лезвие.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2110;840TC/16;Ножницы десневые изогнутые Kelly, 16 см;TC — твердый сплав карбид вольфрама.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2111;840SC/16;Ножницы десневые изогнутые Kelly, 16 см;Технология SuperCut (SC) — безопасное острое микрозубчатое лезвие.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2112;840;Ножницы десневые изогнутые Kelly, 16 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2113;838;Ножницы десневые прямые Kelly, 16 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2114;837/12.5;Ножницы хирургические препаровочные прямые Kilner, 12,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2115;836DE-TC/15;Ножницы хирургические препаровочные изогнутые Metzenbaum, 15 см;TC — твердый сплав карбид вольфрама.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2116;836;Ножницы хирургические препаровочные изогнутые Metzenbaum, 14 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2117;835DE-TC/15;Ножницы хирургические препаровочные прямые Metzenbaum, 15 см;TC — твердый сплав карбид вольфрама.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2118;835;Ножницы хирургические препаровочные прямые Metzenbaum, 14 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2119;834/14;Ножницы, 14,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2120;834/13;Ножницы, 13 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2121;832/14.5;Ножницы, 14,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2122;832/13;Ножницы, 13 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2123;830/14.5;Ножницы, 14,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2124;830/13;Ножницы, 13 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2125;828D;Ножницы коронковые изогнутые Beebee, зубчатые, 10,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2126;828;Ножницы коронковые изогнутые Beebee, 10,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2127;828 1/2;Ножницы коронковые прямые, 10,5 см;Узкое лезвие для узких колец.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2128;827D;Ножницы коронковые прямые Beebee, зубчатые, тупые,10,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2129;827;Ножницы коронковые прямые Beebee, тупые,10,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2130;826D;Ножницы коронковые прямые Beebee, зубчатые,10,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2131;826;Ножницы коронковые прямые Beebee, 10,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2132;826 1/2;Ножницы коронковые Universal прямые, 12 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2133;818/14;Ножницы десневые Joseph изогнутые, тупые, 14 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2134;817/14;Ножницы десневые Joseph прямые, тупые, 14 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2135;816;Ножницы десневые изогнутые, 11 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2136;814;Ножницы десневые прямые, 11 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2137;812;Ножницы десневые изогнутые, тупые, 12 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2138;810;Ножницы десневые прямые, тупые, 12 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2139;808;Ножницы десневые угловые, 11 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2140;808 1/2;Ножницы десневые с боковым изгибом, 10,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2141;807SC/12-LH;Ножницы десневые изогнутые для левой руки, 12 см;Технология SuperCut (SC) — безопасное острое микрозубчатое лезвие.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2142;806D;Ножницы десневые изогнутые зубчатые, 12 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2143;806;Ножницы десневые изогнутые, 12 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2144;804D;Ножницы десневые прямые зубчатые, 12 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2145;804;Ножницы десневые прямые, 12 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2146;803/10.5;Ножницы десневые изогнутые, 10,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2147;802WC/12;Ножницы десневые изогнутые, 12 см;WC — твердый сплав карбид вольфрама.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2148;LS802TC/13;Ножницы десневые изогнутые, 13 см;Дизайн LiquidSteel. TC — твердый сплав карбид вольфрама.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2149;802D/12;Ножницы десневые изогнутые зубчатые, 12 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2150;802D/10.5;Ножницы десневые изогнутые зубчатые, 10,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2151;LS802/13;Ножницы десневые изогнутые, 13 см;Дизайн LiquidSteel.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2152;802/12;Ножницы десневые изогнутые, 12 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2153;802/10.5;Ножницы десневые изогнутые, 10,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2154;801/10.5;Ножницы десневые прямые, 10,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2155;LS800TC/13;Ножницы десневые прямые, 13 см;Дизайн LiquidSteel. TC — твердый сплав карбид вольфрама.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2156;800D/12;Ножницы десневые прямые зубчатые, 12 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2157;800D/10.5;Ножницы десневые прямые зубчатые, 10,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2158;LS800/13;Ножницы десневые прямые, 13 см;Дизайн LiquidSteel.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2159;800/12;Ножницы десневые прямые, 12 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2160;800/10.5;Ножницы десневые прямые, 10,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2161;800WC/12;Ножницы десневые прямые, 12 см;WC — твердый сплав карбид вольфрама.;;CARL-MARTIN SOLINGEN;Германия;Хирургия, Пародонтология;;;;;;
2162;832/17.5;Ножницы хирургические;;;CARL-MARTIN SOLINGEN;Германия;Имплантология, Хирургия;;;;;;
2163;832;Ножницы хирургические;;;CARL-MARTIN SOLINGEN;Германия;Имплантология, Хирургия;;;;;;
2164;867/13.5  SPENCER;;;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2165;1605 SET;Набор остеотомов;;;CARL-MARTIN SOLINGEN;Германия;Имплантология, Хирургия;;;;;;
2166;1610/6;;;;CARL-MARTIN SOLINGEN;Германия;Имплантология;;;;;;
2167;1610/3;;;;CARL-MARTIN SOLINGEN;Германия;Имплантология;;;;;;
2168;1609/8;;;;CARL-MARTIN SOLINGEN;Германия;Имплантология;;;;;;
2169;1609/6;;;;CARL-MARTIN SOLINGEN;Германия;Имплантология;;;;;;
2170;1609/4;;;;CARL-MARTIN SOLINGEN;Германия;Имплантология;;;;;;
2171;1609/3;;;;CARL-MARTIN SOLINGEN;Германия;Имплантология;;;;;;
2172;1609 SET;;;;CARL-MARTIN SOLINGEN;Германия;Имплантология;;;;;;
2173;1608/4.8;;;;CARL-MARTIN SOLINGEN;Германия;Имплантология;;;;;;
2174;1608/4.2;;;;CARL-MARTIN SOLINGEN;Германия;Имплантология;;;;;;
2175;1608/3.5;;;;CARL-MARTIN SOLINGEN;Германия;Имплантология;;;;;;
2176;1608/2.8;;;;CARL-MARTIN SOLINGEN;Германия;Имплантология;;;;;;
2177;1608/2.2;;;;CARL-MARTIN SOLINGEN;Германия;Имплантология;;;;;;
2178;431S/4;IMPLA-VISION Оттискная ложка для имплантологии;;;CARL-MARTIN SOLINGEN;Германия;Имплантология, Хирургия;;;;;;
2179;431M/3;IMPLA-VISION Оттискная ложка для имплантологии;;;CARL-MARTIN SOLINGEN;Германия;Имплантология, Хирургия;;;;;;
2180;431L/2;IMPLA-VISION Оттискная ложка для имплантологии;;;CARL-MARTIN SOLINGEN;Германия;Имплантология, Хирургия;;;;;;
2181;430S/4;IMPLA-VISION Оттискная ложка для имплантологии;;;CARL-MARTIN SOLINGEN;Германия;Имплантология, Хирургия;;;;;;
2182;430M/3;IMPLA-VISION Оттискная ложка для имплантологии;;;CARL-MARTIN SOLINGEN;Германия;Имплантология, Хирургия;;;;;;
2183;430L/2;IMPLA-VISION Оттискная ложка для имплантологии;;;CARL-MARTIN SOLINGEN;Германия;Имплантология, Хирургия;;;;;;
2185;798A;De Bakey атравматичный пинцет 15 см;;;CARL-MARTIN SOLINGEN;Германия;Пародонтология;;;;;;
2186;787A/18;Пинцет 18 см. изогнутый;"Микро-пинцеты:
- очень тонкие (";;CARL-MARTIN SOLINGEN;Германия;Пародонтология;;;;;;
2187;787/18;Атравматичный пинцет 18 см;"Микро-пинцеты:
- очень тонкие (";;CARL-MARTIN SOLINGEN;Германия;Пародонтология;;;;;;
2188;786TC/12;Пинцет Adson анатомический твердосплавный 12 см;;;CARL-MARTIN SOLINGEN;Германия;Пародонтология;;;;;;
2189;785TC/12;Пинцет Adson анатомический твердосплавный 12 см;;;CARL-MARTIN SOLINGEN;Германия;Пародонтология;;;;;;
2190;782A/18;Микро-пинцет;"Микро-пинцеты прямые и 
изогнутые, с округлой рукояткой, 
очень тонкие (";;CARL-MARTIN SOLINGEN;Германия;Пародонтология;;;;;;
2191;782/18;Пинцет прямой 18 см;;;CARL-MARTIN SOLINGEN;Германия;Пародонтология;;;;;;
2192;781/18;Атравматичный пинцет 18 см;"Анатомический микро-пинцет с плоским кончиком 
для снятия швов.";;CARL-MARTIN SOLINGEN;Германия;Пародонтология;;;;;;
2193;798;De Bakey атравматичный пинцет 15 см;;;CARL-MARTIN SOLINGEN;Германия;Пародонтология;;;;;;
2194;786;Пинцет;;;CARL-MARTIN SOLINGEN;Германия;Пародонтология;;;;;;
2195;785;Пинцет;;;CARL-MARTIN SOLINGEN;Германия;Пародонтология;;;;;;
2196;779/2;Пинцет College рифленый, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2197;777/2;Пинцет College рифленый, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2198;775/2;Пинцет Perry рифленый;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2199;773D;Пинцет с алмазным покрытием 15см;Надежный захват металлических и керамических деталей, удобны при обжиге керамики.;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2200;773CS;Пинцет рифленый со стопором, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2201;773CD;Пинцет с алмазным покрытием, 15 см;Надежный захват металлических и керамических деталей, удобны при обжиге керамики.;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2202;773C/2;Пинцет Meriam рифленый, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2203;773C/1;Пинцет Meriam гладкий, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2204;773B/2;Пинцет рифленый, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2205;773AS;Пинцет рифленый со стопором, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2206;773A/2;Пинцет College рифленый, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2207;773A/1;Пинцет College гладкий, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2208;773/2;Пинцет рифленый, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2209;773/1;Пинцет гладкий, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2210;772DP/3;Пинцет рифленый со стопором, 15 см;Гладие рукоятки со стопорным штифтом, очень тонкие кончики;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2211;772DP/2;Пинцет рифленый со стопором, 15 см;Гладие рукоятки со стопорным штифтом, очень тонкие кончики;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2212;LS771C/2;Пинцет Meriam рифленый, 16 см;Дизайн LiquidSteel;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2213;771A/2;Пинцет рифленый, 15 см;Прочная модель с широкими рукоятками;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2214;LSCO771A/2-WE;Пинцет College рифленый с белой меткой, 15 см;Дизайн LiquidSteel, серия COLORI;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2215;LSCO771A/2-SC;Пинцет College рифленый с черной меткой, 15 см;Дизайн LiquidSteel, серия COLORI;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2216;LSCO771A/2-RO;Пинцет College рифленый с красной меткой, 15 см;Дизайн LiquidSteel, серия COLORI;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2217;LSCO771A/2-MA;Пинцет College рифленый с пурпурной меткой, 15 см;Дизайн LiquidSteel, серия COLORI;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2218;LSCO771A/2-GR;Пинцет College рифленый с желтой меткой, 15 см;Дизайн LiquidSteel, серия COLORI;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2219;LSCO771A/2-GE;Пинцет College рифленый с желтой меткой, 15 см;Дизайн LiquidSteel, серия COLORI;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2220;LSCO771A/2-BL;Пинцет College рифленый, 15 см с синей меткой;Дизайн LiquidSteel, серия COLORI;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2221;LS771A/2;Пинцет College рифленый, 15 см;Дизайн LiquidSteel;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2222;771C/2;Пинцет рифленый, 15 см;Прочная модель с широкими рукоятками;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2223;770CS/2;Пинцет ERGOFORM рифленый;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2224;770AS/2;Пинцет ERGOFORM рифленый;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2225;728/2;Пинцет Meriam рифленый, 16 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2226;728/1;Пинцет Meriam гладкий, 16 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2227;727/2;Пинцет рифленый, 16 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2228;726/2;Пинцет рифленый, 16 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2229;726/1;Пинцет гладкий, 16 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2230;725/2;Пинцет Flagg рифленый, 16 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2231;725/1;Пинцет Flagg гладкий, 16 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2232;724/2;Пинцет, 16 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2233;718;Пинцет для корневых каналов, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2234;714;Пинцет Perry для удаления отломков, тонкий, 13 см;Для удаления отломков;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2235;713;Пинцет для удаления отломков тонкий, 13 см;Для удаления отломков;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2236;708;Пинцет с алмазным покрытием, 15 см;Надежный захват металлических и керамических деталей, удобны при обжиге керамики.;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2237;701;Пинцет для удаления отломков тонкий, 10,5 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2238;700;Пинцет для удаления отломков тонкий, 10,5 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2239;652;Пинцет для адгезивных кисточек, 16 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2240;651A;Пинцет для корневых каналов с замком, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2241;651;Пинцет для корневых каналов с замком, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2242;651 1/2D;Пинцет с замком и алмазным покрытием, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2243;651 1/2;Пинцет с замком, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2244;650A;Пинцет для артикуляционной бумаги, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2245;650;Пинцет для артикуляционной бумаги Miller, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2246;649;Пинцет для артикуляционной бумаги Miller с движком, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2247;5000/2;Пинцет с овальной рукояткой рифленый, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Терапия;;;;;;
2248;799;Пинцет Semken хирургический, 12,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2249;LS798TC/16;Пинцет De Bakey хирургический, 16 см;Дизайн LiquidSteel. TC — твердый сплав карбид вольфрама.;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2250;797;Пинцет хирургический шовный, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2251;796R;Пинцет Crane-Kaplan хирургический, 15 см;Для маркировки парадонт. карманов;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2252;796L;Пинцет Crane-Kaplan хирургический, 15 см;Для маркировки парадонтальных карманов.;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2253;795;Пинцет Tjebbes хирургический, 15,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2254;794;Пинцет Amsterdam рифленый, 15,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2255;793DE/18;Пинцет Delicate хирургический, 18 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2256;793DE/16;Пинцет Delicate хирургический, 16 см;Delicate;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2257;793/18;Пинцет хирургический, 18 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2258;LS793/14.5;Пинцет хирургический, 14,5 см;Дизайн LiquidSteel.;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2259;793/14.5;Пинцет хирургический, 14,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2260;793/13;Пинцет хирургический, 13 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2261;793/12;Пинцет хирургический, 12 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2262;792S/14.5;Пинцет хирургический, 14,5 см;Узкие концы.;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2263;LS792DE-TC/16;Пинцет анатомический General, 16 см;Дизайн LiquidSteel. TC — твердый сплав карбид вольфрама.;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2264;792/30;Пинцет рифленый, 30 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2265;792/18;Пинцет хирургический,18 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2266;792/14.5;Пинцет хирургический, 14,5 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2267;LS792/14.5;Пинцет анатомический, 14,5 см;Дизайн LiquidSteel.;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2268;792/13;Пинцет хирургический, 13 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2269;789;Пинцет Semken хирургический, 15 см;Очень тонкие концы.;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2270;789A;Пинцет Semken хирургический, 15 см;Очень тонкие концы.;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2271;784;Пинцет Gillies, рифленый, 15 см;;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2272;LS783/18;Микропинцет анатомический (0,8 мм), 18 см;Дизайн LiquidSteel.;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2273;783;Пинцет Gillies рифленый, 15 см;Дизайн LiquidSteel.;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
2274;LS782A/18;Микропинцет хирургический изогнутый (0,8 мм), 18 см;Дизайн LiquidSteel.;;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
